NC_010530-1	CUTA001c02a_T1SS_2	2084259	2100702	T1SS	T1SS	NC_010530.1
NC_020912-1	PSAE008c01a_T1SS_3	3476256	3498952	T1SS	T1SS	NC_020912.1
NC_017623-1	SAEN023c01a_T1SS_1	373565	408441	T1SS	T1SS	NC_017623.1
NC_017267-1	XAOR004c01a_T1SS_3	2699812	2715911	T1SS	T1SS	NC_017267.1
NC_012125-1	SAEN016c01a_T1SS_1	2822307	2846330	T1SS	T1SS	NC_012125.1
NC_020211-1	SEMA002c01a_T1SS_4	3359430	3373649	T1SS	T1SS	NC_020211.1
NC_015593-1	SPCH001c01a_T1SS_2	885030	900119	T1SS	T1SS	NC_015593.1
NC_020064-1	SEMA001c01a_T1SS_1	1566198	1582812	T1SS	T1SS	NC_020064.1
NC_019678-1	RI71001c01a_T1SS_7	6415281	6434866	T1SS	T1SS	NC_019678.1
NC_020209-1	PSPO001c01a_T1SS_1	1771332	1791816	T1SS	T1SS	NC_020209.1
NC_014836-1	DEIN001c01a_T1SS_1	237341	259055	T1SS	T1SS	NC_014836.1
NC_014228-1	XENE001c01a_T1SS_2	3673294	3684222	T1SS	T1SS	NC_014228.1
NC_021820-1	SAEN029c01a_T1SS_2	4145967	4169328	T1SS	T1SS	NC_021820.1
NC_005810-1	YEPE003c01a_T1SS_1	104227	113722	T1SS	T1SS	NC_005810.1
NC_018679-1	ALMA004c01a_T1SS_1	4123681	4134724	T1SS	T1SS	NC_018679.1
NC_010528-1	CUTA001c01a_T1SS_1	2297208	2315446	T1SS	T1SS	NC_010528.1
NC_011138-1	ALMA001c01a_T1SS_1	1550021	1582507	T1SS	T1SS	NC_011138.1
NC_012751-1	HADE001c01a_T1SS_1	270360	286876	T1SS	T1SS	NC_012751.1
NC_010554-1	PRMI001c01a_T1SS_1	318461	338144	T1SS	T1SS	NC_010554.1
NC_020304-1	DESL001c01a_T1SS_2	1924939	1940913	T1SS	T1SS	NC_020304.1
NC_003272-1	NOSP001c01a_T1SS_5	3234519	3268128	T1SS	T1SS	NC_003272.1
NC_015761-1	SABO001c01a_T1SS_1	2633518	2659661	T1SS	T1SS	NC_015761.1
NC_007948-1	POJS001c01a_T1SS_2	1031131	1055027	T1SS	T1SS	NC_007948.1
NC_015508-1	AGH1001c02a_T1SS_3	904831	922077	T1SS	T1SS	NC_015508.1
NC_002678-1	MELO001c01a_T1SS_5	5564806	5581304	T1SS	T1SS	NC_002678.1
NC_018645-1	DETO001c01a_T1SS_1	1630238	1649513	T1SS	T1SS	NC_018645.1
NC_005085-1	CHVI001c01a_T1SS_4	1870890	1891610	T1SS	T1SS	NC_005085.1
NC_013173-1	DEBA001c01a_T1SS_1	331	3942383	T1SS	T1SS	NC_013173.1
NC_017562-1	XYFA005c01a_T1SS_1	248157	258950	T1SS	T1SS	NC_017562.1
NC_017986-1	PSPU007c01a_T1SS_4	3583403	3619034	T1SS	T1SS	NC_017986.1
NC_012668-1	VICH003c01a_T1SS_1	2079102	2106577	T1SS	T1SS	NC_012668.1
NC_018692-1	ALMA005c01a_T1SS_1	3919651	3937213	T1SS	T1SS	NC_018692.1
NC_017956-1	TIMO001c01a_T1SS_1	1051833	1067403	T1SS	T1SS	NC_017956.1
NC_007645-1	HACH001c01a_T1SS_1	6248721	6268331	T1SS	T1SS	NC_007645.1
NC_018106-1	KLOX002c01a_T1SS_2	2211832	2237435	T1SS	T1SS	NC_018106.1
NC_021905-1	RHET003c01a_T1SS_1	332849	349765	T1SS	T1SS	NC_021905.1
NC_015276-1	MAME001c01a_T1SS_1	1669396	1681760	T1SS	T1SS	NC_015276.1
NC_011035-1	NEGO002c01a_T1SS_2	1979037	1989961	T1SS	T1SS	NC_011035.1
NC_018525-1	PECR002c01a_T1SS_4	3485222	3514560	T1SS	T1SS	NC_018525.1
NC_020829-1	PSDE001c01a_T1SS_2	1774364	1796199	T1SS	T1SS	NC_020829.1
NC_018525-1	PECR002c01a_T1SS_3	1794581	1806242	T1SS	T1SS	NC_018525.1
NC_016642-1	PSFO001c01a_T1SS_2	1475599	1489293	T1SS	T1SS	NC_016642.1
NC_021743-1	MAHA001c01a_T1SS_1	1422572	1438608	T1SS	T1SS	NC_021743.1
NC_016911-1	RIRI006c01a_T1SS_1	423400	434027	T1SS	T1SS	NC_016911.1
NC_014365-1	DEBR001c01a_T1SS_1	2761889	2792504	T1SS	T1SS	NC_014365.1
NC_010634-1	YEPS004c01a_T1SS_3	2460061	2478622	T1SS	T1SS	NC_010634.1
NC_018286-1	PHGA001c01a_T1SS_1	218218	237957	T1SS	T1SS	NC_018286.1
NC_021991-1	ACPA009c01a_T1SS_2	1310213	1328296	T1SS	T1SS	NC_021991.1
NC_017146-1	ACPA005c01a_T1SS_1	336345	350089	T1SS	T1SS	NC_017146.1
NC_017857-1	MEJM001c01a_T1SS_3	1851225	1875409	T1SS	T1SS	NC_017857.1
NC_007964-1	NIHA001c01a_T1SS_1	1170827	1187698	T1SS	T1SS	NC_007964.1
NC_017566-1	SHPU002c01a_T1SS_1	4011148	4024330	T1SS	T1SS	NC_017566.1
NC_010278-1	ACPL002c01a_T1SS_1	1466424	1486905	T1SS	T1SS	NC_010278.1
NC_003047-1	SIME001c01a_T1SS_1	1192189	1205423	T1SS	T1SS	NC_003047.1
NC_017857-1	MEJM001c01a_T1SS_2	1667787	1679924	T1SS	T1SS	NC_017857.1
NC_009882-1	RIRI001c01a_T1SS_1	423399	435375	T1SS	T1SS	NC_009882.1
NC_007492-1	PSFL002c01a_T1SS_2	1626498	1647516	T1SS	T1SS	NC_007492.1
NC_011566-1	SHPI001c01a_T1SS_1	391756	418795	T1SS	T1SS	NC_011566.1
NC_014762-1	SUKU001c01a_T1SS_3	2104482	2125661	T1SS	T1SS	NC_014762.1
NC_017162-1	ACBA008c01a_T1SS_1	1777582	1789922	T1SS	T1SS	NC_017162.1
NC_020260-1	CRSA002c01a_T1SS_1	634711	660652	T1SS	T1SS	NC_020260.1
NC_017051-1	RIPR005c01a_T1SS_1	378451	390564	T1SS	T1SS	NC_017051.1
NC_009049-1	RHSP002c01a_T1SS_2	2918558	2938796	T1SS	T1SS	NC_009049.1
NC_003198-1	SAEN002c01a_T1SS_2	4317750	4350924	T1SS	T1SS	NC_003198.1
NC_007626-1	MAMA001c01a_T1SS_2	3401437	3421541	T1SS	T1SS	NC_007626.1
NC_022545-1	RHIR001c02a_T1SS_1	1483583	1497076	T1SS	T1SS	NC_022545.1
NC_021659-1	SEPL002c01a_T1SS_2	2436351	2455834	T1SS	T1SS	NC_021659.1
NC_019905-1	PSPU009c01a_T1SS_2	2388815	2416018	T1SS	T1SS	NC_019905.1
NC_016845-1	KLPN004c01a_T1SS_1	415448	428602	T1SS	T1SS	NC_016845.1
NC_002516-1	PSAE001c01a_T1SS_2	2031988	2053264	T1SS	T1SS	NC_002516.1
NC_008767-1	NEME003c01a_T1SS_2	880136	890403	T1SS	T1SS	NC_008767.1
NC_011770-1	PSAE004c01a_T1SS_1	849564	865596	T1SS	T1SS	NC_011770.1
NC_018000-1	SIFR002c01a_T1SS_3	3097632	3111766	T1SS	T1SS	NC_018000.1
NC_019676-1	NOPC001c01a_T1SS_3	4384318	4402325	T1SS	T1SS	NC_019676.1
NC_019751-1	CA63001c01a_T1SS_2	2979027	2998933	T1SS	T1SS	NC_019751.1
NC_020418-1	MOMO001c01a_T1SS_2	3380217	3394020	T1SS	T1SS	NC_020418.1
NC_017325-1	SIME004c01a_T1SS_2	1316224	1330267	T1SS	T1SS	NC_017325.1
NC_021822-1	VIPA003c02a_T1SS_1	1324127	1351682	T1SS	T1SS	NC_021822.1
NC_016856-1	SAEN020c01a_T1SS_1	2879495	2903690	T1SS	T1SS	NC_016856.1
NC_009441-1	FLJO001c01a_T1SS_3	5786036	5802395	T1SS	T1SS	NC_009441.1
NC_019771-1	ANCY001c01a_T1SS_1	162123	179380	T1SS	T1SS	NC_019771.1
NC_018286-1	PHGA001c01a_T1SS_2	2997813	3009308	T1SS	T1SS	NC_018286.1
NC_008700-1	SHAM001c01a_T1SS_1	3848789	3879667	T1SS	T1SS	NC_008700.1
NC_016514-1	ENCL003c01a_T1SS_1	2162349	2195368	T1SS	T1SS	NC_016514.1
NC_021294-1	BURP001c02a_T1SS_1	806551	825322	T1SS	T1SS	NC_021294.1
NC_020409-1	DEPI001c01a_T1SS_3	2960988	2980294	T1SS	T1SS	NC_020409.1
NC_005085-1	CHVI001c01a_T1SS_3	534448	551666	T1SS	T1SS	NC_005085.1
NC_013730-1	SPLI001c01a_T1SS_2	5089716	5115807	T1SS	T1SS	NC_013730.1
NC_009441-1	FLJO001c01a_T1SS_2	4724991	4738182	T1SS	T1SS	NC_009441.1
NC_016831-1	SAEN022c01a_T1SS_2	4288692	4321277	T1SS	T1SS	NC_016831.1
NC_009092-1	SHLO001c01a_T1SS_1	327074	363660	T1SS	T1SS	NC_009092.1
NC_017831-1	BUPS006c01a_T1SS_1	188331	206379	T1SS	T1SS	NC_017831.1
NC_008785-1	BUMA002c02a_T1SS_1	34240	50930	T1SS	T1SS	NC_008785.1
NC_010511-1	ME44000c01a_T1SS_5	3739889	3763504	T1SS	T1SS	NC_010511.1
NC_020829-1	PSDE001c01a_T1SS_4	2524031	2546868	T1SS	T1SS	NC_020829.1
NC_013961-1	ERAM002c01a_T1SS_1	3661358	3675009	T1SS	T1SS	NC_013961.1
NC_013943-1	DEAE001c01a_T1SS_1	109829	130477	T1SS	T1SS	NC_013943.1
NC_009445-1	BRSP001c01a_T1SS_4	4142541	4168303	T1SS	T1SS	NC_009445.1
NC_014834-1	RHPA007c01a_T1SS_2	4439691	4464975	T1SS	T1SS	NC_014834.1
NC_007947-1	MEFG001c01a_T1SS_1	1421161	1442282	T1SS	T1SS	NC_007947.1
NC_020993-1	RIPR009c01a_T1SS_1	376835	388945	T1SS	T1SS	NC_020993.1
NC_005070-1	SYWH001c01a_T1SS_1	187376	205280	T1SS	T1SS	NC_005070.1
NC_007626-1	MAMA001c01a_T1SS_3	3813041	3827454	T1SS	T1SS	NC_007626.1
NC_014117-1	BUCG001c01a_T1SS_1	2682438	2706606	T1SS	T1SS	NC_014117.1
NC_017265-1	YEPE009c01a_T1SS_3	1837354	1852857	T1SS	T1SS	NC_017265.1
NC_020834-1	MAHA005c01a_T1SS_1	140047	156093	T1SS	T1SS	NC_020834.1
NC_017845-1	PESC001c01a_T1SS_2	3104384	3117497	T1SS	T1SS	NC_017845.1
NC_015061-1	RAY9001c01a_T1SS_2	2968965	2985453	T1SS	T1SS	NC_015061.1
NC_014966-1	VIVU003c02a_T1SS_3	1114377	1143637	T1SS	T1SS	NC_014966.1
NC_009074-1	BUPS003c01a_T1SS_1	3536619	3550193	T1SS	T1SS	NC_009074.1
NC_018080-1	PSAE007c01a_T1SS_3	4179985	4199052	T1SS	T1SS	NC_018080.1
NC_006513-1	AZSP001c01a_T1SS_3	4227985	4243484	T1SS	T1SS	NC_006513.1
NC_021984-1	SAEN036c01a_T1SS_1	4334007	4365710	T1SS	T1SS	NC_021984.1
NC_008816-1	PRMA010c01a_T1SS_1	1197212	1223631	T1SS	T1SS	NC_008816.1
NC_006138-1	DEPS001c01a_T1SS_1	538915	564208	T1SS	T1SS	NC_006138.1
NC_016112-1	MEAA001c01a_T1SS_3	4254958	4277423	T1SS	T1SS	NC_016112.1
NC_015061-1	RAY9001c01a_T1SS_1	1381328	1417820	T1SS	T1SS	NC_015061.1
NC_011420-1	RHCE001c01a_T1SS_1	368217	381404	T1SS	T1SS	NC_011420.1
NC_021844-1	SAEN030c01a_T1SS_1	1232605	1256160	T1SS	T1SS	NC_021844.1
NC_017168-1	YEPE012c01a_T1SS_2	1348584	1363925	T1SS	T1SS	NC_017168.1
NC_009850-1	ARBU001c01a_T1SS_1	1112315	1130239	T1SS	T1SS	NC_009850.1
NC_019684-1	NO75001c01a_T1SS_6	4160797	4181085	T1SS	T1SS	NC_019684.1
NC_017108-1	ACPA008c01a_T1SS_1	336345	350089	T1SS	T1SS	NC_017108.1
NC_017847-1	ACBA010c01a_T1SS_1	2559305	2571675	T1SS	T1SS	NC_017847.1
NC_014121-1	ENCL001c01a_T1SS_2	1063443	1078302	T1SS	T1SS	NC_014121.1
NC_018079-1	ENCL004c01a_T1SS_5	3762696	3783923	T1SS	T1SS	NC_018079.1
NC_017168-1	YEPE012c01a_T1SS_3	3225885	3243119	T1SS	T1SS	NC_017168.1
NC_017038-1	SYPC003c01a_T1SS_1	2729278	2743879	T1SS	T1SS	NC_017038.1
NC_009831-1	SHSE001c01a_T1SS_1	5054032	5098892	T1SS	T1SS	NC_009831.1
NC_017057-1	RIPR008c01a_T1SS_1	380485	392596	T1SS	T1SS	NC_017057.1
NC_014844-1	DEAS001c01a_T1SS_1	988869	1022686	T1SS	T1SS	NC_014844.1
NC_015590-1	SIME002c01a_T1SS_1	2000130	2015124	T1SS	T1SS	NC_015590.1
NC_006511-1	SAEN015c01a_T1SS_2	4227073	4257723	T1SS	T1SS	NC_006511.1
NC_009654-1	MAMW001c01a_T1SS_1	845513	870317	T1SS	T1SS	NC_009654.1
NC_014207-1	ME30001c01a_T1SS_2	790323	815872	T1SS	T1SS	NC_014207.1
NC_007347-1	RAEU001c01a_T1SS_1	1002594	1024669	T1SS	T1SS	NC_007347.1
NC_017108-1	ACPA008c01a_T1SS_2	2639957	2659635	T1SS	T1SS	NC_017108.1
NC_006841-1	VIFI001c02a_T1SS_1	1053	1330325	T1SS	T1SS	NC_006841.1
NC_007413-1	ANVA001c01a_T1SS_1	774871	789657	T1SS	T1SS	NC_007413.1
NC_008435-1	RHPA004c01a_T1SS_3	3916643	3932336	T1SS	T1SS	NC_008435.1
NC_021726-1	ACBA012c01a_T1SS_1	1461847	1474187	T1SS	T1SS	NC_021726.1
NC_022659-1	BUPS009c01a_T1SS_2	3612630	3645032	T1SS	T1SS	NC_022659.1
NC_005140-1	VIVU002c02a_T1SS_4	1799209	1812992	T1SS	T1SS	NC_005140.1
NC_015677-1	RATA001c01a_T1SS_1	2935703	2961055	T1SS	T1SS	NC_015677.1
NC_017857-1	MEJM001c01a_T1SS_1	1155201	1169690	T1SS	T1SS	NC_017857.1
NC_017150-1	ACPA007c01a_T1SS_2	2550755	2570252	T1SS	T1SS	NC_017150.1
NC_006155-1	YEPS001c01a_T1SS_3	2543547	2562146	T1SS	T1SS	NC_006155.1
NC_007413-1	ANVA001c01a_T1SS_2	1371341	1390898	T1SS	T1SS	NC_007413.1
NC_020409-1	DEPI001c01a_T1SS_2	1720325	1745078	T1SS	T1SS	NC_020409.1
NC_018697-1	CYP1001c01a_T1SS_1	2111280	2133937	T1SS	T1SS	NC_018697.1
NC_011420-1	RHCE001c01a_T1SS_2	2802085	2820857	T1SS	T1SS	NC_011420.1
NC_016594-1	AZBR001p01a_T1SS_1	836167	858860	T1SS	T1SS	NC_016594.1
NC_020211-1	SEMA002c01a_T1SS_3	2510259	2526591	T1SS	T1SS	NC_020211.1
NC_009708-1	YEPS002c01a_T1SS_3	2183306	2199907	T1SS	T1SS	NC_009708.1
NC_020815-1	XACI001c01a_T1SS_1	2710188	2731919	T1SS	T1SS	NC_020815.1
NC_018079-1	ENCL004c01a_T1SS_6	4661076	4690834	T1SS	T1SS	NC_018079.1
NC_007908-1	RHFE001c01a_T1SS_1	4199703	4218925	T1SS	T1SS	NC_007908.1
NC_008314-1	RAEU002c02a_T1SS_1	764997	785383	T1SS	T1SS	NC_008314.1
NC_015321-1	FLTA001c01a_T1SS_1	4543646	4556084	T1SS	T1SS	NC_015321.1
NC_017322-1	SIME003c01a_T1SS_2	1900730	1914773	T1SS	T1SS	NC_017322.1
NC_002695-1	ESCO002c01a_T1SS_1	573076	608653	T1SS	T1SS	NC_002695.1
NC_006834-1	XAOR001c01a_T1SS_1	1843972	1874903	T1SS	T1SS	NC_006834.1
NC_020514-1	GLPS001c01a_T1SS_1	5130206	5146237	T1SS	T1SS	NC_020514.1
NC_007513-1	SYCC001c01a_T1SS_2	224402	241117	T1SS	T1SS	NC_007513.1
NC_008044-1	SITM001c01a_T1SS_2	2612901	2623635	T1SS	T1SS	NC_008044.1
NC_012969-1	MESI001c01a_T1SS_1	854760	867614	T1SS	T1SS	NC_012969.1
NC_017531-1	PAAN002c01a_T1SS_1	1505731	1528986	T1SS	T1SS	NC_017531.1
NC_022223-1	LIAN001c01a_T1SS_1	1461238	1489537	T1SS	T1SS	NC_022223.1
NC_009481-1	SYPP003c01a_T1SS_2	2290415	2303982	T1SS	T1SS	NC_009481.1
NC_011729-1	CYTC003c01a_T1SS_1	446660	460034	T1SS	T1SS	NC_011729.1
NC_021883-1	MAHA007c01a_T1SS_2	1802612	1812018	T1SS	T1SS	NC_021883.1
NC_017050-1	RIPR007c01a_T1SS_1	380256	392367	T1SS	T1SS	NC_017050.1
NC_019748-1	STCY001c01a_T1SS_1	1342030	1355977	T1SS	T1SS	NC_019748.1
NC_004347-1	SHON001c01a_T1SS_1	4297612	4328922	T1SS	T1SS	NC_004347.1
NC_005085-1	CHVI001c01a_T1SS_1	70905	86462	T1SS	T1SS	NC_005085.1
NC_019682-1	CA75001c01a_T1SS_2	1766615	1792514	T1SS	T1SS	NC_019682.1
NC_011894-1	MENO001c01a_T1SS_3	2603817	2635373	T1SS	T1SS	NC_011894.1
NC_022041-1	PAAM001c01a_T1SS_1	446662	462207	T1SS	T1SS	NC_022041.1
NC_013457-1	VIEX001c02a_T1SS_2	1445708	1469117	T1SS	T1SS	NC_013457.1
NC_019701-1	PS73001c01a_T1SS_1	3289834	3318342	T1SS	T1SS	NC_019701.1
NC_020812-1	MIAE002c01a_T1SS_1	96776	116676	T1SS	T1SS	NC_020812.1
NC_017652-1	ESCO053c01a_T1SS_2	1141066	1153224	T1SS	T1SS	NC_017652.1
NC_009076-1	BUPS004c01a_T1SS_2	3535908	3547722	T1SS	T1SS	NC_009076.1
NC_017514-1	NEME011c01a_T1SS_1	95129	115440	T1SS	T1SS	NC_017514.1
NC_014532-1	HAEL001c01a_T1SS_1	522996	543448	T1SS	T1SS	NC_014532.1
NC_017856-1	MEJ7001c01a_T1SS_1	746872	759442	T1SS	T1SS	NC_017856.1
NC_019684-1	NO75001c01a_T1SS_8	4795179	4814539	T1SS	T1SS	NC_019684.1
NC_022525-1	SAEN037c01a_T1SS_1	2738329	2763188	T1SS	T1SS	NC_022525.1
NC_014166-1	ARNI001c01a_T1SS_2	1479476	1523730	T1SS	T1SS	NC_014166.1
NC_016010-1	XAAX002c01a_T1SS_1	1862276	1880497	T1SS	T1SS	NC_016010.1
NC_009925-1	ACMA001c01a_T1SS_3	4049124	4067946	T1SS	T1SS	NC_009925.1
NC_009668-1	OCAN001c02a_T1SS_1	775093	792275	T1SS	T1SS	NC_009668.1
NC_013941-1	ESCO032c01a_T1SS_1	612764	648653	T1SS	T1SS	NC_013941.1
NC_009138-1	HEAR001c01a_T1SS_1	1935674	1959784	T1SS	T1SS	NC_009138.1
NC_007575-1	SUDN001c01a_T1SS_2	1778824	1795070	T1SS	T1SS	NC_007575.1
NC_004757-1	NIEU001c01a_T1SS_1	177362	203228	T1SS	T1SS	NC_004757.1
NC_009445-1	BRSP001c01a_T1SS_6	7194323	7221778	T1SS	T1SS	NC_009445.1
NC_017047-1	RAAQ002c01a_T1SS_1	1335730	1371760	T1SS	T1SS	NC_017047.1
NC_013457-1	VIEX001c02a_T1SS_1	1137189	1155121	T1SS	T1SS	NC_013457.1
NC_015556-1	PSFU001c01a_T1SS_1	3486067	3515394	T1SS	T1SS	NC_015556.1
NC_017626-1	ESCO031c01a_T1SS_1	572182	608986	T1SS	T1SS	NC_017626.1
NC_018079-1	ENCL004c01a_T1SS_1	71866	85673	T1SS	T1SS	NC_018079.1
NC_003047-1	SIME001c01a_T1SS_2	2187335	2201365	T1SS	T1SS	NC_003047.1
NC_009620-1	SIMD001p03a_T1SS_1	881461	893479	T1SS	T1SS	NC_009620.1
NC_009925-1	ACMA001c01a_T1SS_1	1741078	1753041	T1SS	T1SS	NC_009925.1
NC_010263-1	RIRI002c01a_T1SS_1	423855	434061	T1SS	T1SS	NC_010263.1
NC_019684-1	NO75001c01a_T1SS_3	1209597	1221146	T1SS	T1SS	NC_019684.1
NC_021822-1	VIPA003c02a_T1SS_2	1643061	1660457	T1SS	T1SS	NC_021822.1
NC_021716-1	ALMA007c01a_T1SS_1	1035944	1054825	T1SS	T1SS	NC_021716.1
NC_016803-1	DEDU001c01a_T1SS_1	1400817	1427176	T1SS	T1SS	NC_016803.1
NC_011740-1	ESFE001c01a_T1SS_1	536858	572861	T1SS	T1SS	NC_011740.1
NC_022543-1	VINI001c02a_T1SS_1	20844	38269	T1SS	T1SS	NC_022543.1
NC_015174-1	PLBR001c01a_T1SS_1	5439034	5458150	T1SS	T1SS	NC_015174.1
NC_016610-1	TAFO001c01a_T1SS_3	1363705	1372628	T1SS	T1SS	NC_016610.1
NC_011989-1	AGVI001c01a_T1SS_3	3200048	3226136	T1SS	T1SS	NC_011989.1
NC_017513-1	NEME014c01a_T1SS_1	890264	901728	T1SS	T1SS	NC_017513.1
NC_006905-1	SAEN004c01a_T1SS_1	2842252	2865349	T1SS	T1SS	NC_006905.1
NC_019675-1	CYGR001c01a_T1SS_2	1131184	1147044	T1SS	T1SS	NC_019675.1
NC_002488-1	XYFA001c01a_T1SS_2	2266574	2277512	T1SS	T1SS	NC_002488.1
NC_003063-1	AGTU001c02a_T1SS_1	348935	366387	T1SS	T1SS	NC_003063.1
NC_010628-1	NOPU001c01a_T1SS_3	4011328	4035897	T1SS	T1SS	NC_010628.1
NC_020181-1	ENAE002c01a_T1SS_3	3522179	3538149	T1SS	T1SS	NC_020181.1
NC_020453-1	BROL001c01a_T1SS_5	4933305	4959878	T1SS	T1SS	NC_020453.1
NC_017249-1	BRJA002c01a_T1SS_1	670881	683014	T1SS	T1SS	NC_017249.1
NC_010505-1	MERA001c01a_T1SS_1	5199577	5213215	T1SS	T1SS	NC_010505.1
NC_016614-1	VIEJ001c02a_T1SS_3	1951255	1969517	T1SS	T1SS	NC_016614.1
NC_021591-1	SEPL001c01a_T1SS_1	1596671	1616046	T1SS	T1SS	NC_021591.1
NC_013209-1	ACPA001c01a_T1SS_2	2643009	2662506	T1SS	T1SS	NC_013209.1
NC_010084-1	BUMU001c01a_T1SS_1	2138639	2162607	T1SS	T1SS	NC_010084.1
NC_014664-1	RHVA001c01a_T1SS_1	363062	381710	T1SS	T1SS	NC_014664.1
NC_016625-1	BUYI001c02a_T1SS_2	939688	958491	T1SS	T1SS	NC_016625.1
NC_022241-1	SAEN031c01a_T1SS_1	2762849	2784417	T1SS	T1SS	NC_022241.1
NC_007650-1	BUTH001c02a_T1SS_1	1313250	1335763	T1SS	T1SS	NC_007650.1
NC_007952-1	BUXE001c02a_T1SS_1	2538529	2561273	T1SS	T1SS	NC_007952.1
NC_004460-1	VIVU001c02a_T1SS_1	513411	543236	T1SS	T1SS	NC_004460.1
NC_007413-1	ANVA001c01a_T1SS_5	5483049	5499124	T1SS	T1SS	NC_007413.1
